video,bitrate,framerate,resolution,,bitrate,framerate,resolution
A001.mp4,19924412,29.99290168,2073600,,0.006491918,0.129606525,0.242990654
A002.mp4,10882542,29.98007968,2073600,,0.003463263,0.129482753,0.242990654
A003.mp4,17935662,29.97502082,2073600,,0.005825769,0.129433919,0.242990654
A004.mp4,21669449,29.99953178,2073600,,0.007076434,0.129670527,0.242990654
A005.mp4,16022596,30,2073600,,0.00518497,0.129675046,0.242990654
A006.mp4,21644543,30.00780934,2073600,,0.007068092,0.129750431,0.242990654
A007.mp4,16753618,29.97502082,2073600,,0.005429833,0.129433919,0.242990654
A008.mp4,15365270,29.98001332,2073600,,0.004964793,0.129482113,0.242990654
A009.mp4,16169425,29.98001332,2073600,,0.005234152,0.129482113,0.242990654
A010.mp4,21698492,30.00817498,2073600,,0.007086162,0.12975396,0.242990654
A011.mp4,16987750,29.98017977,2073600,,0.005508257,0.129483719,0.242990654
A012.mp4,16928331,29.90016667,2073600,,0.005488354,0.128711343,0.242990654
A013.mp4,10728535,29.98007968,2073600,,0.003411677,0.129482753,0.242990654
A014.mp4,15307688,29.98001332,2073600,,0.004945505,0.129482113,0.242990654
A015.mp4,16994922,29.98827125,2073600,,0.00551066,0.129561827,0.242990654
A016.mp4,16921455,29.89744211,2073600,,0.005486051,0.128685043,0.242990654
A017.mp4,17088272,30.00897278,2073600,,0.005541928,0.129761662,0.242990654
A018.mp4,15496118,29.98001332,2073600,,0.005008622,0.129482113,0.242990654
A019.mp4,10665206,29.98007968,2073600,,0.003390465,0.129482753,0.242990654
A020.mp4,16992500,29.98364226,2073600,,0.005509848,0.129517143,0.242990654
A021.mp4,16995255,29.85005091,2073600,,0.005510771,0.12822757,0.242990654
A022.mp4,17087855,30.00498422,2073600,,0.005541788,0.12972316,0.242990654
A023.mp4,15177783,29.98001332,2073600,,0.004901993,0.129482113,0.242990654
A024.mp4,14728795,29.98001332,2073600,,0.0047516,0.129482113,0.242990654
A025.mp4,16952804,29.92558505,2073600,,0.005496552,0.12895671,0.242990654
A026.mp4,16986253,29.97581951,2073600,,0.005507756,0.129441629,0.242990654
A027.mp4,15459406,29.98001332,2073600,,0.004996325,0.129482113,0.242990654
A028.mp4,10238678,29.82937068,2073600,,0.003247595,0.128027941,0.242990654
A029.mp4,15407115,29.9850075,2073600,,0.004978809,0.129530322,0.242990654
A030.mp4,17160957,30.0055492,2073600,,0.005566274,0.129728613,0.242990654
A031.mp4,16971495,29.92959893,2073600,,0.005502812,0.128995456,0.242990654
A032.mp4,10475913,29.98007968,2073600,,0.003327059,0.129482753,0.242990654
A033.mp4,16970358,29.94828929,2073600,,0.005502432,0.129175877,0.242990654
A034.mp4,10775987,29.98007968,2073600,,0.003427572,0.129482753,0.242990654
A035.mp4,11407334,29.98007968,2073600,,0.003639047,0.129482753,0.242990654
A036.mp4,16951276,29.91394754,2073600,,0.00549604,0.128844371,0.242990654
A037.mp4,10727557,29.98007968,2073600,,0.00341135,0.129482753,0.242990654
A038.mp4,5553312,29.925,2073600,,0.00167819,0.128951062,0.242990654
A039.mp4,16881304,29.82365145,2073600,,0.005472602,0.127972732,0.242990654
A040.mp4,17086412,30.00392078,2073600,,0.005541305,0.129712894,0.242990654
A041.mp4,16993397,29.98613974,2073600,,0.005510149,0.129541252,0.242990654
A042.mp4,17272915,30.009139,2073600,,0.005603776,0.129763266,0.242990654
A043.mp4,16772979,30.00498422,2073600,,0.005436318,0.12972316,0.242990654
A044.mp4,15194328,30,2073600,,0.004907535,0.129675046,0.242990654
A045.mp4,16996736,29.99546735,2073600,,0.005511267,0.129631292,0.242990654
A046.mp4,17136933,30.00893954,2073600,,0.005558227,0.129761341,0.242990654
A047.mp4,17093347,30.0089063,2073600,,0.005543628,0.12976102,0.242990654
A048.mp4,15730344,29.98001332,2073600,,0.005087078,0.129482113,0.242990654
A049.mp4,14740138,29.98001332,2073600,,0.0047554,0.129482113,0.242990654
A050.mp4,16991793,29.99346809,2073600,,0.005509611,0.129611993,0.242990654
A051.mp4,15744258,29.97502082,2073600,,0.005091739,0.129433919,0.242990654
A052.mp4,15000156,29.98001332,2073600,,0.004842495,0.129482113,0.242990654
A053.mp4,17132551,30.0086736,2073600,,0.00555676,0.129758774,0.242990654
A054.mp4,5144377,29.917,2073600,,0.001541214,0.128873837,0.242990654
A055.mp4,16293288,26.10948711,2073600,,0.005275641,0.092119451,0.242990654
A056.mp4,7449955,30,2073600,,0.002313488,0.129675046,0.242990654
A057.mp4,15523422,29.9850075,2073600,,0.005017768,0.129530322,0.242990654
A058.mp4,16946194,29.79804657,2073600,,0.005494338,0.127725565,0.242990654
A059.mp4,16964290,29.96673692,2073600,,0.005500399,0.129353954,0.242990654
A060.mp4,16983630,29.97428872,2073600,,0.005506877,0.129426852,0.242990654
A061.mp4,16996386,29.99376796,2073600,,0.00551115,0.129614888,0.242990654
A062.mp4,16945184,29.92163855,2073600,,0.005493999,0.128918614,0.242990654
A063.mp4,17087068,30.00584832,2073600,,0.005541525,0.129731501,0.242990654
A064.mp4,16972656,29.9615161,2073600,,0.005503201,0.129303557,0.242990654
A065.mp4,21758790,30.0081085,2073600,,0.00710636,0.129753319,0.242990654
A066.mp4,15444400,29.98001332,2073600,,0.004991298,0.129482113,0.242990654
A067.mp4,11218637,29.98007968,2073600,,0.003575841,0.129482753,0.242990654
A068.mp4,16612499,29.28347111,2073600,,0.005382564,0.122758306,0.242990654
A069.mp4,9519048,30,2073600,,0.003006549,0.129675046,0.242990654
A070.mp4,15198127,29.98001332,2073600,,0.004908807,0.129482113,0.242990654
A071.mp4,18229798,29.98001332,2073600,,0.005924292,0.129482113,0.242990654
A072.mp4,8964932,25,2073600,,0.002820943,0.081409437,0.242990654
A073.mp4,10923183,29.98007968,2073600,,0.003476876,0.129482753,0.242990654
A074.mp4,15409714,29.9850075,2073600,,0.00497968,0.129530322,0.242990654
A075.mp4,17079144,30.0089063,2073600,,0.00553887,0.12976102,0.242990654
A076.mp4,17092917,30.00897278,2073600,,0.005543484,0.129761662,0.242990654
A077.mp4,10847007,29.98007968,2073600,,0.003451361,0.129482753,0.242990654
A078.mp4,21717661,29.98552538,2073600,,0.007092583,0.129535321,0.242990654
A079.mp4,19867331,30.00006667,2073600,,0.006472799,0.12967569,0.242990654
A080.mp4,16971987,29.95436951,2073600,,0.005502977,0.12923457,0.242990654
A081.mp4,15212800,29.98001332,2073600,,0.004913722,0.129482113,0.242990654
A082.mp4,15338957,29.97502082,2073600,,0.004955979,0.129433919,0.242990654
A083.mp4,7455171,29.931,2073600,,0.002315235,0.129008981,0.242990654
A084.mp4,2465060,29.79,2073600,,0.000643753,0.127647891,0.242990654
A085.mp4,17102288,30.00887306,2073600,,0.005546623,0.129760699,0.242990654
A086.mp4,17013643,29.98001332,2073600,,0.00551693,0.129482113,0.242990654
A087.mp4,16912277,29.8408819,2073600,,0.005482977,0.12813906,0.242990654
A088.mp4,19560818,24.93259887,2073600,,0.006370129,0.080758806,0.242990654
A089.mp4,4302760,29.841,2073600,,0.001259307,0.1281402,0.242990654
A090.mp4,15530839,29.98001332,2073600,,0.005020252,0.129482113,0.242990654
A091.mp4,8526448,29.837,2073600,,0.002674069,0.128101588,0.242990654
A092.mp4,16780516,29.42343369,2073600,,0.005438842,0.124109382,0.242990654
A093.mp4,16990067,29.98214397,2073600,,0.005509033,0.12950268,0.242990654
A094.mp4,17168699,30.00558243,2073600,,0.005568868,0.129728934,0.242990654
A095.mp4,15427788,29.98001332,2073600,,0.004985734,0.129482113,0.242990654
A096.mp4,17309467,29.97502082,2073600,,0.005616019,0.129433919,0.242990654
A097.mp4,11046218,29.97510373,2073600,,0.003518088,0.12943472,0.242990654
A098.mp4,17118899,30.0089063,2073600,,0.005552187,0.12976102,0.242990654
A099.mp4,21714840,30.00844091,2073600,,0.007091638,0.129756528,0.242990654
A100.mp4,16961137,30.02503749,2073600,,0.005499343,0.129916736,0.242990654
A101.mp4,17493724,29.97502082,2073600,,0.005677738,0.129433919,0.242990654
A102.mp4,16933097,29.8223294,2073600,,0.005489951,0.12795997,0.242990654
A103.mp4,16992718,29.85074627,2073600,,0.005509921,0.128234282,0.242990654
A104.mp4,16963448,29.93606986,2073600,,0.005500117,0.129057921,0.242990654
A105.mp4,15042215,29.98001332,2073600,,0.004856583,0.129482113,0.242990654
A106.mp4,4546073,30.34677181,2073600,,0.001340807,0.133022477,0.242990654
A107.mp4,15519907,29.98001332,2073600,,0.00501659,0.129482113,0.242990654
A108.mp4,21757909,30.08328706,2073600,,0.007106064,0.130479027,0.242990654
A109.mp4,3648772,29.791,2073600,,0.001040248,0.127657544,0.242990654
A110.mp4,10767615,29.98007968,2073600,,0.003424768,0.129482753,0.242990654
B001.mp4,7880020,19.5615073,921600,,0.002457542,0.028911004,0.102803738
B002.mp4,10609223,30.00558243,921600,,0.003371713,0.129728934,0.102803738
B003.mp4,11514298,30.00588155,921600,,0.003674876,0.129731822,0.102803738
B004.mp4,10014957,30.08098213,921600,,0.003172658,0.130456777,0.102803738
B005.mp4,7537260,29.98505728,921600,,0.002342731,0.129530802,0.102803738
B006.mp4,9822388,30.00530094,921600,,0.003108155,0.129726217,0.102803738
B007.mp4,9938371,29.30507955,921600,,0.003147005,0.122966895,0.102803738
B008.mp4,10598796,30.00767638,921600,,0.00336822,0.129749147,0.102803738
B009.mp4,9963235,30.00580112,921600,,0.003155333,0.129731045,0.102803738
B010.mp4,11957951,29.79198927,921600,,0.003823481,0.127667093,0.102803738
B011.mp4,12016260,29.80568158,921600,,0.003843012,0.127799267,0.102803738
B012.mp4,11940486,29.72802515,921600,,0.003817631,0.12704964,0.102803738
B013.mp4,11939124,29.82404809,921600,,0.003817175,0.127976561,0.102803738
B014.mp4,12028571,30.00917224,921600,,0.003847136,0.129763587,0.102803738
B015.mp4,2255331,30,921600,,0.000573502,0.129675046,0.102803738
B016.mp4,7647917,29.98007968,921600,,0.002379797,0.129482753,0.102803738
B017.mp4,10647778,29.97002997,921600,,0.003384627,0.129385742,0.102803738
B018.mp4,9968907,29.9941678,921600,,0.003157233,0.129618747,0.102803738
B019.mp4,9906905,29.93587071,921600,,0.003136465,0.129055999,0.102803738
B020.mp4,3239956,30,921600,,0.000903311,0.129675046,0.102803738
B021.mp4,2455951,29.98505728,921600,,0.000640702,0.129530802,0.102803738
B022.mp4,2110859,29.98505728,921600,,0.00052511,0.129530802,0.102803738
B023.mp4,2201383,29.98505728,921600,,0.000555432,0.129530802,0.102803738
B024.mp4,2164654,29.98505728,921600,,0.000543129,0.129530802,0.102803738
B025.mp4,2325182,29.98505728,921600,,0.000596899,0.129530802,0.102803738
B026.mp4,2179552,29.98007968,921600,,0.000548119,0.129482753,0.102803738
B027.mp4,2223998,29.98007968,921600,,0.000563007,0.129482753,0.102803738
B028.mp4,7711596,29.98007968,921600,,0.002401127,0.129482753,0.102803738
B029.mp4,7736712,29.98007968,921600,,0.00240954,0.129482753,0.102803738
B030.mp4,7298306,29.98007968,921600,,0.002262692,0.129482753,0.102803738
B031.mp4,7496066,29.98007968,921600,,0.002328933,0.129482753,0.102803738
B032.mp4,8117830,29.98007968,921600,,0.002537199,0.129482753,0.102803738
B033.mp4,7533963,29.98007968,921600,,0.002341627,0.129482753,0.102803738
B034.mp4,7914465,29.98007968,921600,,0.00246908,0.129482753,0.102803738
B035.mp4,7606715,29.98007968,921600,,0.002365996,0.129482753,0.102803738
B036.mp4,7702751,29.98007968,921600,,0.002398164,0.129482753,0.102803738
B037.mp4,7501886,29.98007968,921600,,0.002330883,0.129482753,0.102803738
B038.mp4,7525416,29.98007968,921600,,0.002338764,0.129482753,0.102803738
B039.mp4,7776787,29.98007968,921600,,0.002422963,0.129482753,0.102803738
B040.mp4,7572360,29.98007968,921600,,0.002354488,0.129482753,0.102803738
B041.mp4,7489085,29.98007968,921600,,0.002326595,0.129482753,0.102803738
B042.mp4,7317482,29.98007968,921600,,0.002269115,0.129482753,0.102803738
B043.mp4,7586454,29.98007968,921600,,0.002359209,0.129482753,0.102803738
B044.mp4,7633139,29.98007968,921600,,0.002374847,0.129482753,0.102803738
B045.mp4,7586607,29.98007968,921600,,0.002359261,0.129482753,0.102803738
B046.mp4,7661317,29.98007968,921600,,0.002384285,0.129482753,0.102803738
B047.mp4,7595600,29.98007968,921600,,0.002362273,0.129482753,0.102803738
B048.mp4,8036411,29.98007968,921600,,0.002509926,0.129482753,0.102803738
B049.mp4,7617405,29.98007968,921600,,0.002369577,0.129482753,0.102803738
B050.mp4,7749337,29.98007968,921600,,0.002413768,0.129482753,0.102803738
B051.mp4,7218411,29.98007968,921600,,0.00223593,0.129482753,0.102803738
B052.mp4,7749694,29.98007968,921600,,0.002413888,0.129482753,0.102803738
B053.mp4,7573192,29.98007968,921600,,0.002354767,0.129482753,0.102803738
B054.mp4,10984966,120.1599467,921600,,0.003497571,1,0.102803738
B055.mp4,7525701,29.98007968,921600,,0.00233886,0.129482753,0.102803738
B056.mp4,7556966,29.98505728,921600,,0.002349332,0.129530802,0.102803738
B057.mp4,7790225,29.98007968,921600,,0.002427464,0.129482753,0.102803738
B058.mp4,7042354,29.98007968,921600,,0.002176958,0.129482753,0.102803738
B059.mp4,7600362,29.98007968,921600,,0.002363868,0.129482753,0.102803738
B060.mp4,7644798,29.98007968,921600,,0.002378752,0.129482753,0.102803738
B061.mp4,7456950,29.98007968,921600,,0.002315831,0.129482753,0.102803738
B062.mp4,7570243,29.98007968,921600,,0.002353779,0.129482753,0.102803738
B063.mp4,7466772,29.98505728,921600,,0.002319121,0.129530802,0.102803738
B064.mp4,7347900,29.98007968,921600,,0.002279304,0.129482753,0.102803738
B065.mp4,7640948,29.98007968,921600,,0.002377463,0.129482753,0.102803738
B066.mp4,7488109,29.98007968,921600,,0.002326268,0.129482753,0.102803738
B067.mp4,5258802,30,921600,,0.001579542,0.129675046,0.102803738
B068.mp4,7853572,30,921600,,0.002448683,0.129675046,0.102803738
B069.mp4,5038168,30,921600,,0.001505638,0.129675046,0.102803738
B070.mp4,10512891,30,921600,,0.003339446,0.129675046,0.102803738
B071.mp4,6034501,30,921600,,0.001839369,0.129675046,0.102803738
B072.mp4,8379349,30,921600,,0.002624797,0.129675046,0.102803738
B073.mp4,5938186,30,921600,,0.001807107,0.129675046,0.102803738
B074.mp4,5318608,30,921600,,0.001599574,0.129675046,0.102803738
B075.mp4,11473848,30,921600,,0.003661327,0.129675046,0.102803738
B076.mp4,8500188,30,921600,,0.002665273,0.129675046,0.102803738
B077.mp4,17942219,30,921600,,0.005827965,0.129675046,0.102803738
B078.mp4,10731410,30,921600,,0.00341264,0.129675046,0.102803738
B079.mp4,2581410,30,921600,,0.000682725,0.129675046,0.102803738
B080.mp4,4927150,30,921600,,0.001468452,0.129675046,0.102803738
B081.mp4,3525234,30,921600,,0.000998868,0.129675046,0.102803738
B082.mp4,3186862,29.91666667,921600,,0.000885527,0.12887062,0.102803738
B083.mp4,7848079,29.97,921600,,0.002446843,0.129385453,0.102803738
B084.mp4,5316780,30,921600,,0.001598962,0.129675046,0.102803738
B085.mp4,10439150,30,921600,,0.003314745,0.129675046,0.102803738
B086.mp4,7683221,30,921600,,0.002391622,0.129675046,0.102803738
B087.mp4,12986134,30,921600,,0.00416788,0.129675046,0.102803738
B088.mp4,7212589,30,921600,,0.00223398,0.129675046,0.102803738
B089.mp4,16901837,29.97002997,921600,,0.00547948,0.129385742,0.102803738
B090.mp4,5822189,29.75,921600,,0.001768253,0.127261766,0.102803738
B091.mp4,10472115,29.83333333,921600,,0.003325787,0.128066193,0.102803738
B092.mp4,5534356,30,921600,,0.001671841,0.129675046,0.102803738
B093.mp4,20275145,29.85074627,921600,,0.006609399,0.128234282,0.102803738
B094.mp4,6027928,30,921600,,0.001837167,0.129675046,0.102803738
B095.mp4,9031116,30,921600,,0.002843112,0.129675046,0.102803738
B096.mp4,4050747,29.846,921600,,0.001174893,0.128188466,0.102803738
B097.mp4,8260375,29.41666667,921600,,0.002584945,0.124044059,0.102803738
B098.mp4,19088542,29.97002997,921600,,0.006211936,0.129385742,0.102803738
B099.mp4,9767246,29.83333333,921600,,0.003089685,0.128066193,0.102803738
B100.mp4,9019298,29.97002997,921600,,0.002839153,0.129385742,0.102803738
B101.mp4,8948792,29.97002997,921600,,0.002815537,0.129385742,0.102803738
B102.mp4,16263522,29.97002997,921600,,0.005265671,0.129385742,0.102803738
B103.mp4,10122574,30,921600,,0.003208705,0.129675046,0.102803738
B104.mp4,10065727,30,921600,,0.003189664,0.129675046,0.102803738
B105.mp4,3522190,29.97002997,921600,,0.000997848,0.129385742,0.102803738
B106.mp4,8658647,29.97002997,921600,,0.00271835,0.129385742,0.102803738
B107.mp4,10443466,29.97002997,921600,,0.003316191,0.129385742,0.102803738
B108.mp4,6536590,30,921600,,0.002007548,0.129675046,0.102803738
B109.mp4,11120289,29.97002997,921600,,0.003542899,0.129385742,0.102803738
B110.mp4,13752113,29.97002997,921600,,0.004424452,0.129385742,0.102803738
B111.mp4,7364082,30,921600,,0.002284724,0.129675046,0.102803738
B112.mp4,3986915,30,921600,,0.001153512,0.129675046,0.102803738
B113.mp4,13345531,30,921600,,0.004288264,0.129675046,0.102803738
B114.mp4,9876757,29.97002997,921600,,0.003126367,0.129385742,0.102803738
B115.mp4,5719821,30,921600,,0.001733964,0.129675046,0.102803738
B116.mp4,5931632,29.85074627,921600,,0.001804912,0.128234282,0.102803738
B117.mp4,6540144,30,921600,,0.002008739,0.129675046,0.102803738
B118.mp4,12586494,24,921600,,0.004034017,0.071756315,0.102803738
B119.mp4,12133188,30,921600,,0.003882178,0.129675046,0.102803738
B120.mp4,6217843,29.97002997,921600,,0.001900781,0.129385742,0.102803738
B121.mp4,7545922,30,921600,,0.002345633,0.129675046,0.102803738
B122.mp4,8998681,29.97002997,921600,,0.002832247,0.129385742,0.102803738
B123.mp4,6455348,30,921600,,0.001980335,0.129675046,0.102803738
B124.mp4,3136717,30,921600,,0.00086873,0.129675046,0.102803738
B125.mp4,6554616,30,921600,,0.002013586,0.129675046,0.102803738
B126.mp4,4255869,30,921600,,0.0012436,0.129675046,0.102803738
B127.mp4,6324884,29.97002997,921600,,0.001936635,0.129385742,0.102803738
B128.mp4,7565774,29.97002997,921600,,0.002352282,0.129385742,0.102803738
B129.mp4,16244180,29.97002997,921600,,0.005259192,0.129385742,0.102803738
B130.mp4,4674811,29.97,921600,,0.001383929,0.129385453,0.102803738
B131.mp4,9603093,29.97002997,921600,,0.003034701,0.129385742,0.102803738
B132.mp4,5518419,20.027,921600,,0.001666503,0.033404462,0.102803738
B133.mp4,6796943,29.97002997,921600,,0.002094756,0.129385742,0.102803738
B134.mp4,4598565,30,921600,,0.001358389,0.129675046,0.102803738
B135.mp4,10986435,29.97002997,921600,,0.003498063,0.129385742,0.102803738
B136.mp4,8420035,29.97002997,921600,,0.002638425,0.129385742,0.102803738
B137.mp4,15575065,30,921600,,0.005035066,0.129675046,0.102803738
B138.mp4,3231912,30,921600,,0.000900617,0.129675046,0.102803738
B139.mp4,15978289,30,921600,,0.005170129,0.129675046,0.102803738
B140.mp4,7886460,29.97002997,921600,,0.002459699,0.129385742,0.102803738
B141.mp4,8701756,29.97002997,921600,,0.00273279,0.129385742,0.102803738
B142.mp4,8723137,30,921600,,0.002739951,0.129675046,0.102803738
B143.mp4,8603873,30,921600,,0.002700003,0.129675046,0.102803738
B144.mp4,3307824,29.97002997,921600,,0.000926044,0.129385742,0.102803738
B145.mp4,9882220,29.97002997,921600,,0.003128197,0.129385742,0.102803738
B146.mp4,8470707,29.83333333,921600,,0.002655398,0.128066193,0.102803738
B147.mp4,9879764,29.83333333,921600,,0.003127374,0.128066193,0.102803738
B148.mp4,6237310,29.91666667,921600,,0.001907302,0.12887062,0.102803738
B149.mp4,7141937,30,921600,,0.002210314,0.129675046,0.102803738
B150.mp4,6238649,29.85074627,921600,,0.00190775,0.128234282,0.102803738
B151.mp4,5405303,29.91666667,921600,,0.001628613,0.12887062,0.102803738
B152.mp4,8572705,23.9190738,921600,,0.002689563,0.070975125,0.102803738
B153.mp4,5641536,29.662,921600,,0.001707742,0.126412291,0.102803738
B154.mp4,3854303,29.90700104,921600,,0.001109092,0.128777316,0.102803738
B155.mp4,6122442,29.97002997,921600,,0.001868826,0.129385742,0.102803738
B156.mp4,11550271,30,921600,,0.003686925,0.129675046,0.102803738
B157.mp4,6119057,30,921600,,0.001867692,0.129675046,0.102803738
B158.mp4,10585150,29.97002997,921600,,0.003363649,0.129385742,0.102803738
B159.mp4,10402521,30,921600,,0.003302476,0.129675046,0.102803738
B160.mp4,10152951,29.834,921600,,0.00321888,0.128072628,0.102803738
B161.mp4,5661189,30,921600,,0.001714325,0.129675046,0.102803738
B162.mp4,4677507,29.75,921600,,0.001384832,0.127261766,0.102803738
B163.mp4,6387275,29.785,921600,,0.001957534,0.127599625,0.102803738
B164.mp4,6618687,29.97002997,921600,,0.002035047,0.129385742,0.102803738
B165.mp4,5380244,29.97002997,921600,,0.00162022,0.129385742,0.102803738
B166.mp4,6271305,30,921600,,0.001918689,0.129675046,0.102803738
B167.mp4,9060540,30,921600,,0.002852968,0.129675046,0.102803738
B168.mp4,10285566,29.97002997,921600,,0.003263301,0.129385742,0.102803738
B169.mp4,4872518,30,921600,,0.001450152,0.129675046,0.102803738
B170.mp4,7385182,29.91666667,921600,,0.002291792,0.12887062,0.102803738
B171.mp4,2987410,29.97002997,921600,,0.000818719,0.129385742,0.102803738
B172.mp4,6217736,29.97002997,921600,,0.001900745,0.129385742,0.102803738
B173.mp4,9750357,30,921600,,0.003084028,0.129675046,0.102803738
B174.mp4,5200160,30,921600,,0.001559899,0.129675046,0.102803738
B175.mp4,6706030,29.91666667,921600,,0.002064304,0.12887062,0.102803738
